"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1917 01 13",35,23,"working on a restaurant in fresno who have no cards, and asking the council to assist in straightening out this matter; received and referred to the executive committee.",28,"s8748",FALSE,"random",0
"1917 01 20",10,33,"dry the sediment, and place in shallow earthen or glass dish and pour on to it sulphuric acid until the white fumes commence to rise.",25,"s2389",FALSE,"random",0
"1917 01 20",7,2,"press committee.the building trades council protests.the building trades council lately adopted resolutions protesting against any modification of the chinese exclusion act, and asking our representatives in congress to urge the passage of an act to exclude japanese.",23,"s2055",FALSE,"random",1
"1917 02 10",5,42,"if you pay a visit to the convention hall during one or more of the sessions of the federation, you will agree with us that the twenty-fourth annual convention of the american federation of labor compares favorably, both in intelligence and sturdy manhood, with any similar gathering that ever convened in san francisco.",54,"s1404",FALSE,"random",0
"1917 02 10",5,24,"the international typographical union has withdrawn the charter from telluride printers’ union for taking part in the deportation of union miners.the “curious” power.",24,"s1279",TRUE,"keyword",0
"1917 02 10",5,10,"brockton union labor circles favor a state law to make eight hours a day’s work for state, county, and municipal employees.",22,"s1302",FALSE,"random",0
"1917 02 10",68,7,"the initiative (proposition) is so new that it has not j r et been given a number.",17,"s11401",FALSE,"random",0
"1917 02 24",85,7,"this right was established by the united states supreme court in the case of nlrb vs.",16,"s12421",FALSE,"random",0
"1917 02 24",43,44,"the fight has reached the stage where no amount of reasoning will have any influence over the actions of these ruthless advocates of nazi rule for california.",27,"s9404",FALSE,"random",0
"1917 03 24",9,31,"it is an effort to fasten an offense on them when they are innocent of any unlawful or illegal act.",20,"s2107",TRUE,"keyword",0
"1917 03 24",9,31,"injunctions as issued against workmen are never used or issued against any other citizen of our country.",17,"s2105",FALSE,"random",0
"1917 03 24",9,31,"it is an effort to fasten an offense on them when they are innocent of any unlawful or illegal act.",20,"s2107",TRUE,"keyword",0
"1917 03 24",9,31,"with our position so often emphasized and so generally known, it is nothing less than willful untruth and misrepresentation for any one to declare that it is our purpose to obtain any special privilege, particularly the undesirable and unenviable liberty of creating a privileged class of wrongdoers.",47,"s2126",TRUE,"keyword",0
"1917 03 24",43,44,"that is why they are not concerned with whether or not labor has lived up to its pledge of no stoppages of work!",23,"s9474",FALSE,"random",0
"1917 03 24",43,44,"largest red cross contingent at the three posts is in new caledonia, where the red cross field staff is headed by william e.",23,"s9503",FALSE,"random",0
"1917 03 24",68,7,"* * * piledrivers 34—the piledrivers have a lot more to ask than the carpenters travel time, shift work, number of men in crews, parking, portal to portal pay, divers’ agreement and many other points—we must also maintain our 13 cents differential over the carpenters.",44,"s11373",FALSE,"random",0
"1917 03 24",68,7,"the above are some of the comments contained in the june health and welfare report released by the california council for health plan alternatives (cchpa).",25,"s11378",TRUE,"keyword",0
"1917 03 24",11,2,"robbinsempire plaster manufactured by the nevada gypsum co., pacific building, san francisco empire piaster for sale by all dealerstfrwf- fchorsfcelljr >¥ l4vm3fiu ij/hite worse jl* whisky.",26,"s2510",FALSE,"random",0
"1917 03 24",9,31,"this is the man who declared boycotting was illegal, and asked the supreme court to outlawtrade unions in the interests of “law and order.”",24,"s2168",TRUE,"keyword",0
"1917 08 11",64,23,"get your wife interested in the credit union movement —attend a meeting, the next credit union meeting is march 10, at 8 p.m., 457 bryant st., san francisco.",29,"s10899",FALSE,"random",0
"1917 08 11",20,5,"longuet, representing the majority socialists of france, at the inter-allied labor conference in london, expressed his regret that what he called the american socialist party was not represented in the conference.",32,"s5394",FALSE,"random",0
"1917 10 13",50,1,"impartial observers at the election were several hens stationed on roosts who clucked occasionally during the balloting.special meeting of lathers n 0.65there will be a special meeting of lathers 65, for the purpose of seeing motion pictures of the trade and a discussion of matters of importance to the trade, to be held wednesday night, january 5, 1949, in the building trades temple, 200 guerrero street, at 8 p.m. sharp, business representative james f.",77,"s10482",FALSE,"random",0
"1917 10 13",51,49,"these strong protests against substituting gas buses in place of street cars resulted in the commission's recommendation to purchase 30 additional pcc cars, to be delivered and placed in service during 1951.",33,"s10391",FALSE,"random",0
"1917 10 13",11,40,"white successor to porter & white undertakers and embalmers 1214 eddy street phone*: west 770 home s-3414 building paper, sheathing deadening felt and ready roofiing zellerbach paper co.",28,"s2664",FALSE,"random",0
"1917 10 13",65,15,"white also urges union members: “if you do blow up and quit without thinking, do not apply for unemployment insurance.",20,"s11283",FALSE,"random",0
"1917 10 13",11,15,"in the great cities where our civilization has reached its highest development and where extremely rich flaunt their ill-gotten wealth, there the social evil thrives the best.",28,"s2261",FALSE,"random",0
"1917 12 08",17,50,"the only thing i have ever feared for organization was that it would go to pieces from internal dissension within its own ranks.",23,"s4359",FALSE,"random",0
"1917 12 08",17,50,"they worked together; their objects were alike; the thing to be accomplished was beneficial to all and they stood as one man and accomplished the purpose.",26,"s4412",FALSE,"random",0
