"date","volume","number","sentences","id","code"
"1930 05 31",6,4,"to guarantee that all such goods have been produced under fair conditions as to hours pay and surroundings of employes","s1988",0
"1930 05 31",28,25,"the very lawyers who have been the loudest in demanding this self governing bar are the ones who have also been most active in denouncing the illegal and un american tactics of the labor unions","s6513",0
"1931 01 10",21,46,"at druggists 56 cents by mall 70 cents e jones sts headquarters for and work shirts<r^1 visit the largest hardware store in the mission wolfe lumber hardware company nineteenth and folsom streets hunting and fishing licenses <l 00 automobile accessories ford parts skat 3 cans 25c edison mazda lampa goodyear service station tires and tubeswhich was the first garment in america to bear the union label 7 carhartt overalls made on the pacific coastorganized labor saturday november 13 1920 5","s5813",0
"1931 01 31",18,41,"the first hearing is called for next thursday october 18th at 10 a m to consider tentative general construction safety orders","s4845",0
"1931 08 22",1,15,"when that relief came in the adoption of the exclusion act and chinese labor became diminished we felt that better times and more opportunities would obtain but the tespite was of short duration for following upon the heels of chinese immigration has come the influx of japanese tenfold more dangerous","s127",1
"1931 08 22",18,41,"la follette the greatest right of all democracy a right to be heard a right to express the views of an intelligent minority for on this rock is founded all liberty","s4863",0
"1931 08 22",3,33,"this country is at the present day entirely dependent upon lithography for the native production of books and journals which are very rare","s759",0
"1931 08 22",7,2,"so the girl s feet take hold on perdition and they carry their bodies to market to meet the chinese woman and compete with her in the foot race to hell","s2040",0
"1931 10 03",27,33,"the chinese have been stripped of their power as a nation and are compelled to accept the theory of non resistance and refusal to buy goods of those who wrong them","s7177",1
"1932 01 16",27,33,"they are denied the right to make their own tariff laws to suppress the opium traffic and to enforce criminal law against foreigners who are tried by their own nationals in china for any violation of chinese law","s7178",1
